product_type,ram,storage,color,merchant_city,price,daily_view,brand_asus,brand_honor,brand_huawei,brand_infinix,brand_nokia,brand_oppo,brand_realme,brand_samsung,brand_vivo,brand_xiaomi,cod_True,merchant_badge_PM,merchant_badge_RM
149,1.1486479745272633,0.6548433876161043,10,73,0.6465635729938989,-0.6556903689642588,False,False,False,False,False,False,False,True,False,False,False,True,False
188,2.1811991139920153,0.6548433876161043,0,81,0.12414997746893781,0.5903884646975702,False,False,False,False,False,False,False,False,True,False,False,True,False
134,-0.9164543044022413,-0.7066392746783967,4,70,-0.9778565540577125,-1.0455289123938831,False,False,False,False,False,False,False,True,False,False,False,True,False
144,1.1486479745272633,0.6548433876161043,10,91,0.3874942345160297,-0.4938927547767206,False,False,False,False,False,False,False,True,False,False,False,True,False
194,2.1811991139920153,0.6548433876161043,10,116,0.5738380859311704,-0.5689932313606707,False,False,False,False,False,False,False,False,True,False,False,True,False
71,-0.4001787346698652,-0.7066392746783967,0,71,-1.0843020107039965,-0.06995782470984732,False,False,False,True,False,False,False,False,False,False,False,True,False
9,-1.4327298741346175,-0.2528117205802297,3,109,0.39935904101366193,-1.2735698416359693,False,False,False,False,False,False,False,False,False,False,False,False,True
41,1.1486479745272633,-0.2528117205802297,9,105,-0.44527142329008185,-0.883731298206345,True,False,False,False,False,False,False,False,False,False,False,True,False
155,1.1486479745272633,0.6548433876161043,9,74,0.27599117058165534,0.24948669749495328,False,False,False,False,False,False,False,True,False,False,False,True,False
264,0.11609683506251094,-0.2528117205802297,0,71,-0.45504349415786216,1.1277854280076112,False,False,False,False,False,False,False,False,False,True,False,True,False
267,-0.4001787346698652,-0.7066392746783967,0,71,-0.7001643986704597,1.6609308301066052,False,False,False,False,False,False,False,False,False,True,False,False,False
125,0.11609683506251094,-0.2528117205802297,4,74,-0.6003902252900475,-0.6556903689642588,False,False,False,False,False,False,True,False,False,False,False,True,False
201,0.11609683506251094,-0.2528117205802297,0,71,-0.44888968316874456,0.33618383509854133,False,False,False,False,False,False,False,False,True,False,False,False,False
39,-0.4001787346698652,-0.7066392746783967,11,71,-1.4103280039869899,0.9209703435817791,True,False,False,False,False,False,False,False,False,False,False,False,False
104,1.1486479745272633,-0.2528117205802297,9,70,0.6465635729938989,0.5138252613246145,False,False,False,False,False,True,False,False,False,False,False,True,False
14,-0.4001787346698652,0.6548433876161043,7,74,1.9227296939477267,-0.7582313186063817,False,False,False,False,False,False,False,False,False,False,False,False,True
10,-1.4327298741346175,-0.9335530517274802,9,74,-0.30812859986292535,-0.4938927547767206,False,False,False,False,False,False,False,False,False,False,False,True,False
95,-0.4001787346698652,-0.7066392746783967,9,71,-0.6884828849180223,0.5903884646975702,False,False,False,False,False,True,False,False,False,False,False,False,False
227,0.11609683506251094,-0.2528117205802297,2,115,0.01380161502187756,-0.42764943972217256,False,False,False,False,False,False,False,False,False,True,False,True,False
113,-1.4327298741346175,-0.9335530517274802,0,71,-1.6353550153203937,1.0521228143120425,False,False,False,False,False,True,False,False,False,False,True,True,False
267,0.11609683506251094,-0.2528117205802297,1,74,-0.5699706510991118,1.830673938566283,False,False,False,False,False,False,False,False,False,True,False,True,False
149,1.1486479745272633,0.6548433876161043,9,71,0.8198481538415764,-0.17915468793104636,False,False,False,False,False,False,False,True,False,False,False,True,False
43,2.1811991139920153,0.6548433876161043,9,71,1.9457137935145763,0.43872478474066434,True,False,False,False,False,False,False,False,False,False,False,True,False
18,-0.4001787346698652,2.470153604008772,9,78,1.6985092291266606,-1.2735698416359693,False,False,False,False,False,False,False,False,False,False,False,False,True
200,-0.4001787346698652,-0.7066392746783967,7,70,-0.7793094437487955,0.8673661701666637,False,False,False,False,False,False,False,False,True,False,False,True,False
13,-0.9164543044022413,0.6548433876161043,0,70,0.6746404540517492,-1.2735698416359693,False,False,False,False,False,False,False,False,False,False,False,True,False
227,0.11609683506251094,-0.2528117205802297,0,70,-0.6532954874711147,0.4519587631709802,False,False,False,False,False,False,False,False,False,True,False,False,False
78,0.11609683506251094,-0.2528117205802297,1,71,-0.9313659771140835,2.144606364057532,False,False,False,True,False,False,False,False,False,False,False,False,False
137,0.11609683506251094,-0.2528117205802297,0,74,-0.3654284250895294,2.1648758778605828,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0.11609683506251094,2.470153604008772,9,80,2.1463370143966523,0.35202764713707607,False,False,False,False,False,False,False,False,False,False,False,True,False
209,-0.9164543044022413,-0.7066392746783967,9,70,-1.1593059232379384,0.1690041881332839,False,False,False,False,False,False,False,False,True,False,False,True,False
248,-0.9164543044022413,-0.9335530517274802,9,70,-0.6525863923163441,-0.883731298206345,False,False,False,False,False,False,False,False,False,True,False,True,False
148,0.11609683506251094,-0.2528117205802297,9,98,0.34744555610684696,-1.2735698416359693,False,False,False,False,False,False,False,True,False,False,False,True,False
149,1.1486479745272633,0.6548433876161043,9,113,0.7816977933876681,0.31988071871977714,False,False,False,False,False,False,False,True,False,False,False,True,False
2,0.11609683506251094,2.470153604008772,2,80,2.539376525905763,1.9123573946185797,False,False,False,False,False,False,False,False,False,False,False,True,False
214,0.11609683506251094,-0.2528117205802297,0,70,-0.0781761133650971,-0.4938927547767206,False,False,False,False,False,False,False,False,False,True,False,False,True
265,0.11609683506251094,-0.2528117205802297,1,113,-0.34473811418806216,-0.5689932313606707,False,False,False,False,False,False,False,False,False,True,False,True,False
142,0.11609683506251094,-0.2528117205802297,0,88,0.07875202473618736,-0.883731298206345,False,False,False,False,False,False,False,True,False,False,False,True,False
13,-0.9164543044022413,0.6548433876161043,0,113,1.4720499704824535,-0.883731298206345,False,False,False,False,False,False,False,False,False,False,False,True,False
