PCA1,PCA2,PCA3
-133.68626107957468,-1.819271697558363,-0.010324533584149035
-31.6835916102885,-0.38462337031863625,-0.7463603030152594
-133.688400652807,-1.6924829299280155,0.5279683006828797
-133.69026267957096,-1.3031392299829279,0.678393827378097
-133.6887741184678,-1.655194886692774,0.5654751167776674
-133.69364683442595,-0.96525404856327,1.0182614165865311
-133.68535121716056,-2.011831765147034,-0.08341312449920492
-133.68988695977646,-1.457251860323016,0.3538193119963158
-133.6861791264733,-1.9291705689782965,-0.0002669464249989072
-26.68465912145306,-0.28102260076165836,-0.627529524555243
-133.68949929450815,-1.5827909192457048,0.6383038858937607
-133.6887417190625,-1.7601461536704919,0.580509336493084
-133.68899287990664,-1.6333530231795752,0.5874451287943554
-133.6874697063086,-1.6985984184799134,0.11105674827600598
-133.6870534716791,-1.5367238495977027,0.03267855866483102
-133.68526057015552,-2.020882261077917,-0.09251672063871665
-130.69377684466698,-0.8349343831617418,0.8841769215880915
-130.68679067823163,-1.4456229998966705,-0.14085485293815886
-130.6851711184082,-1.6073251938617923,-0.30350577063076645
-65.68366585755527,-1.5779856161177126,0.09575653243450587
-130.68497773813075,-1.6266329185143442,-0.3229267757283914
-130.68536480259888,-1.674820405547748,0.03936319984141282
-130.68732660795192,-1.0869647986580426,-0.14189610676917233
-130.70235162535528,0.7332148242771241,1.617317897388266
-124.69490632089855,-0.42059421959456245,0.9566909287870415
-124.69433168764806,-0.9022455625137791,1.1079594902152499
-124.69119553291215,-0.704258250026894,0.26060242810181083
105.31084802469645,0.7759089523325825,1.0388620608874537
-124.685454555926,-1.2774563256495277,-0.3159586607339254
-124.68596682061938,-2.1627850991215345,0.10131174467308555
106.31123859410516,0.7363166013605693,1.0019618519057516
-137.68469893257935,-2.281619251647219,-0.05623726833059953
-131.69157437417954,-1.4785177511699548,0.8696389512915431
-131.6921843046913,-0.7056054528580684,0.802877279633296
-131.69365852539337,-0.47158111604385305,0.6275144781281308
-131.6941850079248,-1.2178634683605052,1.1318225201094776
-131.69207374118454,-1.036676811965173,0.5415082936301705
-131.690985977124,-1.145282763135778,0.432265139956031
-131.68822617421327,-1.7259797978787526,0.20996483516435935
-27.68414322081132,-0.3319352090984819,-0.681665276968657
-137.68612541603866,-2.2260277186731563,0.4104406096389379
-131.68931272964707,-1.617494519987226,0.31908660755663876
-131.69086511445062,-1.1573500910436227,0.42012701177001543
-131.69664265415204,-0.667334753387143,1.3237775044361109
-131.6921329638945,-1.0307638212903294,0.5474559764413182
-131.69072038315582,-1.2586338208715442,0.7290092233213514
-131.70401527722896,0.06877224899139651,2.064203323783056
-127.69991085905859,0.48773082832871284,1.3791669244899964
-137.68648800405887,-2.1898257349496224,0.44685499419698405
-127.69288950492505,0.7220850839353372,-0.06735562911562257
-127.69725815501629,0.7339874524469773,0.5803623751206194
-127.70272169697496,2.093216727980515,0.9827564170871134
-127.69338107292621,-0.26341163077135815,0.3007189275852269
-127.69294717592874,-0.3067333379605213,0.25714304739743127
-127.69121502134665,0.13062105705473215,-0.026544034180155357
-127.69397726898556,0.8306910351059412,0.04188752455851705
-127.70124662323822,1.1322092734058598,0.9809206052591306
-127.70035912205395,1.3810430123016453,1.0062286581546898
-127.70001412788288,0.922319592407334,1.1805596631363275
-127.70703787158885,2.4373245558238934,1.7396433452807136
-127.70160293648611,0.6566734190385413,1.5491007190942132
-127.69846557312346,0.8545400582463483,0.7016222756989142
-137.68425910920644,-2.376390869453074,-0.09126429776487556
-127.69338107292621,-0.26341163077135815,0.3007189275852269
-127.6919226035379,0.6255464606725782,-0.1644606546037464
-127.69756031169975,0.7641557722165899,0.6107076955856582
-127.6979821224299,0.8062707466149686,0.653069762954852
-127.69842531927966,1.1879657657761271,0.8120186071784419
-127.69339054946774,0.34783295939594044,0.1919422731681235
-127.69288950492505,0.7220850839353372,-0.06735562911562257
-127.69168087819111,0.6014118048568883,-0.18873691097577724
-127.70297526338099,1.2179691261495345,1.4779438036937074
-135.68492372924405,-2.053320342281456,-0.13099398839595564
-127.6979821224299,0.8062707466149686,0.653069762954852
-127.69854618195305,1.2000330936839718,0.8241567353644574
-127.69810298510329,0.8183380745228135,0.6652078911408678
-127.68470464551665,-1.2165280376140515,-0.24722932951427076
-127.68428162615977,-1.2587636852915092,-0.289712778165325
-127.70170620531037,1.0912621831171627,1.3504934577405447
-135.68680223910184,-1.9525970029320532,0.3810804889892797
137.3124512858812,-0.23440123028605026,1.2343569757747659
137.31204035279166,-0.1933723153993776,1.2756266116072184
137.31326778200142,0.10835516841387138,0.9433785589255198
-129.68531234476237,-1.5938213020392877,-0.28699821559400046
-135.6893215252925,-1.3959139507256908,0.5792259186907803
-129.6948770200984,-0.42053664242315253,0.9421266714448981
-129.68813257900982,-1.0070906033423912,-0.05862884670932099
-129.6992280763405,0.013887162259264308,1.3790992861414566
-129.6934266680177,-0.5653445773172913,0.7964691332127126
-129.68909269566956,-1.1146621966393,0.0743709197389236
117.31577632334911,-1.1970456686208575,0.7943652722634907
-135.68518358399183,-2.0273755872795904,-0.10489701279602226
140.31291789768838,-0.48621193838455223,1.2310446648054114
140.31311399725465,-1.0317856333948132,1.438617081781488
140.31311399725465,-1.0317856333948132,1.438617081781488
140.31439121367703,-0.6333126655811814,1.0830808822178826
140.31376272777536,-0.5705625604603881,1.1461991487851628
-116.68177894815211,-1.2188190700954715,-0.4552746933643526
-135.68506272131845,-2.0394429151874345,-0.11703514098203796
-111.68208230330758,-1.1046808765775666,-0.7366048504145087
139.31272342784592,-0.9921932824227999,1.4755172907631913
-124.69312933568644,-0.5111810035013755,0.4548124790780589
26.31822295890784,0.36880090160960616,-0.8036158419485391
-116.68126334037352,-1.5444775844322312,-0.3113053502275198
-41.680568696359344,-0.9467050349219419,-0.6828722176567712
-135.6878950418332,-1.451505483699754,0.11254804072124314
106.31990978275834,0.23456662705154624,-0.16506810529818136
-124.69034566415428,-1.1810944401644263,0.5535325140237387
-124.68976521940873,-1.1522146777835747,0.17182153335630976
135.3171181232913,-1.2160020458685024,0.713485459021577
136.31625365185553,-0.6911257923506686,0.8987787846009438
136.31616288519643,-0.682063349765156,0.9078943974873599
69.31325088630439,-0.2994508456876995,0.36605008673491884
-135.68489351357567,-2.056337174258417,-0.1340285204424595
137.3149756956404,-0.36069423535805384,0.9928709590886484
137.31422731396677,-0.285973340952678,1.0680302488164564
-104.6816497790456,-2.114253440153912,0.017071982238008508
117.31631199770106,-1.2116100519647832,1.0760235844869732
122.31629115795732,-0.5996846612784033,0.5390541442253999
138.31789786469272,-0.14193849964814192,0.16932860517995726
141.31597053944128,-0.6658419809156041,0.9388331111337196
-135.68756223180097,-1.7750004219491105,0.43911780095367636
-38.68237276279721,-1.0040993120436086,-0.6274455567687295
-38.68343665823633,-0.9847097627930812,-0.19718206335723862
-38.68385967759321,-0.9424741151156238,-0.1546986147061844
-135.6893819566292,-1.389880286771769,0.5852949827837882
-38.6822833244189,-1.0130291346954143,-0.6364277716263812
-28.684245817038356,-0.9098868108281838,-0.09267577263779592
-137.68480515699008,-2.282952547348508,0.2990303831047265
-135.68586641076024,-1.5282983096937777,-0.07914737414583899
-135.6846880470309,-2.076851631701754,-0.15466333835868581
-135.6860774827583,-1.797490272357832,0.3020439629236637
-135.68531869868588,-1.9749661800616976,0.24412803224112714
-135.68778843118048,-1.4232307322975508,0.43729682938636205
-135.68352962720638,-2.066759696759296,-0.2589642302864565
-135.68656093345183,-1.7492209607264528,0.3505964756677255
-135.69103963709472,-1.098619611576522,0.7638124775901783
-135.6854395613593,-1.9628988521538522,0.2562661604271428
-132.68483560378482,-1.9381565275645143,-0.12083322941824559
-132.6872693813907,-1.476844214511228,0.39214209464573885
-132.68788091716544,-0.9220875719095518,0.05698838187172012
-132.68674258325444,-1.6460410047361216,0.05239491903143827
-132.68898532743955,-1.218685221881323,0.24105554951260463
-132.68898149739545,-1.6110501166639402,0.6189525327366406
-132.68735368134878,-1.3815941486372292,0.07719081900139509
-132.68554074124788,-1.562604067254903,-0.10488110378883704
-132.69345341631097,-1.1645589840736785,1.0680632756192139
-132.6854764798671,-1.9610026259914435,0.2669468153421913
-132.6912109877307,-0.6764356243869317,0.7148417787710013
-135.68843509381938,-1.7895674028970694,0.5450666007823488
-132.6908483997105,-0.7126376081104663,0.6784273942129547
-132.6838687023977,-2.0346951508272735,-0.21793825490636948
-132.68804820404034,-1.6025167996699035,0.5069346688149601
-128.70325530591288,1.761731663767017,1.5784560103907694
-128.6981519347209,0.43846302539885773,1.2122335904186012
-128.6913723059341,0.696951936821172,-0.21001270681498663
-128.69448949180384,0.15962592612966434,0.5210003410077769
-128.6913723059341,0.696951936821172,-0.21001270681498663
-128.6913723059341,0.696951936821172,-0.21001270681498663
-128.6997219408483,0.595217614921763,1.3699078755549423
-128.68788434670296,-0.4998535440340601,-0.14234836435796971
-128.69525123055948,0.14884715561057996,0.9209185139542293
-128.69847796002577,0.5578477470885463,0.9215585711462883
-128.6850406404704,-1.3940769736403222,-0.31821081590293004
-128.69342576275503,0.9019758379754569,-0.0037859089345832404
-135.68607531700493,-1.836625618877096,-0.033629141108868776
-128.6902946523237,-0.3460339618901398,0.42313387704573396
-128.6983936600677,0.4625976812145473,1.2365098467906321
-128.6998950196793,1.5130628842674358,0.9175680814449839
-128.6879881510791,0.35906675540151445,-0.54988029602342
-128.69491251116068,0.2018615738071214,0.5634837896588313
-128.69551682452766,0.262198213346346,0.6241744305889089
-128.69448949180384,0.15962592612966434,0.5210003410077769
-128.69461052086754,0.9334327151338301,0.43861571266292343
-135.6866221537185,-1.970577321514743,0.3629946779921166
-128.69128663095893,-0.16015826342822584,0.19933994407836633
-128.6933575049398,-0.6505270766400209,0.8404617499513504
-136.6839718095252,-2.2290618379034273,-0.11489909757516711
-136.68531751915725,-1.789552539682239,-0.034614892559876986
-134.68419999855357,-1.8987078202578307,-0.20760318812058348
-134.6864725207266,-1.7586449919288534,0.34404158715106237
-133.68704885270503,-1.7016987196381077,0.4042464036574841
-133.69048632441667,-1.1550574004142617,0.7128924312574132
-133.6871361073464,-1.794703331987058,0.43129737027705617
-133.6862636830084,-1.4898265645363162,-0.03460104229559222
-135.6867161930872,-1.8594717173040252,0.3541509036515675
-133.68538359858223,-1.969679586650809,0.25529451157983135
-133.6874416563936,-1.6624799039376115,0.4436953202620345
-133.68629389867678,-1.486809732559355,-0.03156651024908858
-133.68374560544447,-2.046388943463601,-0.23262509071523285
-130.68763643797053,-1.4413893013307277,0.4336538944494817
-130.6860890918378,-1.5090481622126353,-0.04516211170607114
-130.68426715531268,-0.01125650722168173,-0.9282251529890928
-130.68604688777359,-1.379249978126211,0.10161448586101758
-135.68571272898478,-1.87282760260063,-0.07004352566691527
-130.68624017017956,-1.4939640023278293,-0.029989451473551757
-130.68802289461206,-1.3159709156871169,0.14904793927017695
-130.68655494868227,-1.0382574144104786,-0.207354988501693
-130.6875822814061,-0.9356851271937976,-0.10418089892056144
-130.68492209396473,-1.2012870144454635,-0.3713411002947628
-135.68886194322033,-1.3549668604369947,0.20965306620936697
-130.6860890918378,-1.5090481622126353,-0.04516211170607114
-130.68399521429754,-0.03840799501433283,-0.955535941407628
-130.68399416780835,-1.7032741153636781,-0.09347126103710988
-130.6860287946787,-1.1949810480677732,0.05600027463846871
-130.68830362740232,-1.2556460545293453,0.34654485341956776
-130.69119786244121,-0.25466125875918993,0.5091938044770137
-124.69379624614336,-0.4056753534889649,0.8572452881336766
-124.68409066955671,-1.2878788481504038,-0.44089437057792225
-135.6884691395318,-1.3941856761374904,0.1702041496048167
-124.68211647402305,-1.7901382514923865,-0.5842968421604932
-124.68211647402305,-1.7901382514923865,-0.5842968421604932
106.31414861918906,0.6583557705835842,0.39833139580678
119.31767478868211,-1.2620355441337574,0.6203909259555611
-131.68811130733727,-1.3065468844847161,0.15560282778684043
-135.68565229764806,-1.878861266554553,-0.07611258975992298
-131.68820709276255,-1.3838166317760257,0.4886399144283471
-131.68686228784395,-1.7364023203796288,0.08502912532036218
-131.68811130733727,-1.3065468844847161,0.15560282778684043
-131.68635375990226,-1.874008707210163,0.35737557103179146
-131.68877605204094,-1.2401765809915684,0.2223625328099254
-131.6867414251706,-1.7484696482874733,0.07289099713434682
-127.6879100116812,0.35066844707128025,-0.5554034436442726
-135.68746819243225,-1.8861060261598284,0.44796157529422487
-127.70314929933858,2.174829068735392,1.3611557323344214
-127.70849112558925,2.7950078986006455,1.574213032781752
-127.68802060102736,0.36171005210695817,-0.5442970563540684
-127.69949628022734,0.9963683652613721,1.1405908505944389
-127.6971028953809,0.8442382090245499,0.5768079471367771
-127.69345193793097,0.39288129659004795,0.5335630600118041
-127.69130148705804,0.2650064694479945,-0.005822205791966183
-135.6846517882289,-2.080471830074108,-0.15830477681449068
-127.70502267077616,2.3618726513069883,1.549296719217662
-127.6932514983655,-0.23742967167164555,0.6231614718950029
-127.69581503483442,1.1399320288838763,0.2384908303620705
-127.69681970756358,1.1534085874595605,0.662806640962414
-127.69103589308986,0.15165541171222852,0.29092187757335464
-127.69385581173248,-0.17709303213242095,0.6838521128250804
-132.6931051866755,-1.0199305594200896,0.9661885473723092
-127.69619642533046,0.7537332497157131,0.4857719857416612
-127.68660405132893,-0.9011327066031156,-0.0444355783358493
121.3147079759976,-0.9670124076555128,0.9229938630404976
137.31374295855974,-0.1507804197037128,0.7932561774678241
-129.68379738005132,-1.6193279844249706,-0.4271065856705164
-129.68817218283928,-0.470518421783715,-0.11576556433438072
-132.6885324436639,-1.7816375127807373,0.5618163197904052
-129.6857111442483,-1.1231022450369108,-0.2897731781809532
-129.69188148763828,-0.5938680916799354,0.653326231089692
-129.68817218283928,-0.470518421783715,-0.11576556433438072
-129.68379738005132,-1.6193279844249706,-0.4271065856705164
-129.6857111442483,-1.1231022450369108,-0.2897731781809532
-129.68823261417597,-0.4644847578297924,-0.10969650024137302
-129.69184371629626,-0.5108060269928605,0.3261154459774727
-129.69249100467374,-0.8704566847637647,0.6001004833662975
-129.6902064941048,-0.8777044970293563,0.19826683770824471
-132.68577647079726,-1.9699696527410933,-0.03838096822530264
102.31657102589854,-0.41226252975989436,0.4278847181799125
122.31804161862961,-0.43701164364462997,0.47769596187280833
138.31727706823187,-0.3702222207046023,0.5916681968000529
26.31492618456172,0.6736145846543365,-0.4472585492185372
120.31675472162527,-0.7316084404515943,0.8112676691192134
-132.68825859347245,-1.50383040852467,0.47944960711308793
140.31518825410816,-0.5871394201942653,1.0150729935662985
140.31573092751165,-0.6413217225004892,0.9605727980110885
140.31433315232914,-0.9409244260677683,1.0047991603861557
10.314589909705399,-0.6726985337104165,-0.11058185949596634
18.314597112714946,-0.7650238910817099,0.23070675994231066
-119.68005839274241,-0.8387847023575934,-0.8319817681281207
124.31608484685523,-1.1931068543533971,1.115106383553719
-41.68338155979229,-1.553334711902326,-0.31787759433157964
-132.69577773494487,-0.34622891232816494,1.1614378855444092
-132.69407087943594,-0.9235126094364087,1.0631721915785732
-132.6866648114467,-1.8812747926184337,0.05083427394191133
-132.69438781420087,-0.48500318326838116,1.0218494114052308
-132.68907216238412,-1.5392005322515647,0.2743142730816991
-132.69494199539778,-0.7497042388823396,0.8272401304251901
-132.68789156758166,-1.7587914143538081,0.17403627502996857
-132.70108481493355,0.18364745610530517,1.69442309419235
-132.68787152900433,-1.4556429214912667,0.11715963154328385
-40.68467642199933,-0.9854868243779362,-0.08936051566309343
-132.69092965855444,-1.237142461761298,0.7477022400240305
-132.6901640897547,-1.618728586024831,0.7256810503016148
-132.68935844380033,-1.3940177245632819,0.5899065736058289
-132.68925761970422,-1.7092335453336678,0.6346450889064984
-132.69397005533978,-1.2387284302067947,1.1079107068792426
-132.69815842569744,-0.021699616205112963,1.0771110454343598
-132.68678567412007,-1.8692074647105887,0.06297240212792687
-132.68826947111307,-1.5027443490129644,0.48054203864982925
-132.6890146857307,-1.733488874428436,0.6102474512526069
-132.69475391666035,-0.9719154473037753,0.8449276791062877
-28.684182011321592,-0.9551764945804485,-0.43453932204519685
-128.697121227617,0.2966347183838341,0.7732650155230766
-128.6927361923034,0.7073744593220487,-0.0850769969709897
-128.70068788510883,0.6527415649443371,1.1314611782923938
-128.69479085775106,0.912519033755412,0.12127118219127388
-128.6962173412104,0.9681105667294742,0.5879490601608114
-128.69214671245257,-0.8103357022377335,0.383407364058663
-128.69615690987368,0.9620769027755522,0.5818799960678036
-28.684001925938244,-0.9731568131631368,-0.45262513304235974
-128.69724329891716,0.3088227195707571,0.7855245249909518
-128.69966689943195,0.4639697077845403,1.3523419604951175
-128.6925685231827,-0.7682207278393552,0.425769431427857
-128.69927409574342,0.4247508920840445,1.312893043890567
-128.693150176555,-0.7969798169411284,0.8076017933771467
-128.6925685231827,-0.7682207278393552,0.425769431427857
-128.69860935103975,0.3583805885908974,1.2461333388674818
-128.697121227617,0.2966347183838341,0.7732650155230766
-28.683991116816486,-0.3465251604326921,-0.6992652635421642
-128.69742459292723,0.3269237114325245,0.8037317172699753
-128.6927361923034,0.7073744593220487,-0.0850769969709897
-128.6925685231827,-0.7682207278393552,0.425769431427857
-128.70068788510883,0.6527415649443371,1.1314611782923938
-128.69214671245257,-0.8103357022377335,0.383407364058663
-58.684986814386654,-1.450273221613608,0.24468927020341072
118.3145530721548,-1.162342128361649,1.2429570399396497
-27.68520820401452,-0.3124370538967834,-0.2512925404034919
70.313126143044,0.0026734067304898497,0.02090869108166657
-123.7121364712509,2.94399910834443,2.2609883483887883
-123.71282093892702,1.7917417764334893,2.549185563265604
-123.6987404374768,0.3858980751695569,1.1350936295947989
-123.69898216282357,0.41003273098524656,1.1593698859668295
-123.70484814813207,2.3031421718398875,1.205611253397498
-123.69928431950704,0.44020105075485905,1.1897152064318686
-123.69628662129365,0.2277342549788126,0.5652416620441294
-123.70012914959408,0.5245516728306949,1.2745607224521172
-123.7166083901664,3.3904902409346924,2.710099091271361
-123.70166301531385,1.8809373242100065,1.20192769644532
-123.69922388817037,0.4341673868009365,1.1836461423388607
-123.7105652564968,2.7871238455424465,2.1031926819705866
-123.7008817391046,1.820289533565911,1.1306858517070248
-123.6988613001502,0.39796540307740175,1.147231757780814
-123.70363952139816,2.1824688927614395,1.084229971537343
-123.7071025409041,2.4413949009826896,1.7554353094412423
-123.70472728545867,2.2910748439320434,1.193473125211483
-123.70017732827314,-0.23236085710248763,1.373938730257392
-123.69831741811993,0.3436624274921001,1.0926101809437445
-123.71268035328117,2.998302083929733,2.315609925225858
-123.70814800302895,2.5457772873855484,1.8604301182502765
-38.68498304724245,-0.9560655751513584,-0.05391777995235832
-123.70802714035555,2.533709959477703,1.8482919900642605
-123.70452091420046,2.1836367768711216,1.4961648913879508
-123.69628662129365,0.2277342549788126,0.5652416620441294
-123.69922388817037,0.4341673868009365,1.1836461423388607
-123.70242674901527,0.7539515763588267,1.5053065392682712
-123.69922251315334,-0.32769274757446265,1.2780475175878698
-123.69843828079333,0.3557297553999448,1.1047483091297599
-123.69628662129365,0.2277342549788126,0.5652416620441294
-38.68343570110974,-1.0237244360332665,-0.5327337861079112
-123.71506104403372,3.3228313800527847,2.231283085115808
-123.70017732827314,-0.23236085710248763,1.373938730257392
-85.68751353341959,-0.009240359117231308,-0.023638810254312283
-74.69092965415075,1.5806953984745071,-0.14610254742951376
-59.684057865437275,-1.0164314675957091,-0.07819506524359861
-133.68553590353434,-1.8916756650054325,-0.08315330270024215
-133.6904137579127,-1.2880550700981215,0.6935664876106162
-133.68553590353434,-1.8916756650054325,-0.08315330270024215
-133.68477711946193,-2.0691515727092975,-0.14106923338277838
-133.68513970748214,-2.0329495889857627,-0.10465484882473221
-133.6882382297916,-1.50526697243933,0.47508018026233745
-133.68447496277847,-2.09931989247891,-0.17141455384781742
-133.6865964066098,-1.9743412240347384,0.3650575611913092
-130.6839504054069,-1.729205205731026,-0.42610086530952324
-130.68713322767448,-1.1062725233105948,-0.16131711186679681
-130.6845883268059,-1.5637966259350065,-0.3803230628130022
-130.6928435513119,-0.8264010661677059,0.7721590576664112
-130.68419213075367,-1.7050705499153358,-0.40182460893749217
-130.68491730679403,-1.6326665824682671,-0.3289958398213994
-130.68713322767448,-1.1062725233105948,-0.16131711186679681
-130.68860117360433,-1.3839860245872322,0.19508581590507318
-130.69377037554443,-0.12356545717986397,0.7555107961811658
-130.68652508426345,-1.5589740576324367,0.15588923042716143
-130.68817412985308,-0.5954798029745763,-0.12993250420590688
-130.69049230528137,-0.8577244170900915,0.49944943579712836
-130.6902113958019,-1.190920556443167,0.5261021401006346
-124.69004733751495,-0.8188978651514207,0.14529021033466363
-122.70274163267447,2.005390828237971,1.319797589548931
106.31415286772133,0.03848029845295512,0.782436257361621
107.31329257697926,-0.5039329209150145,1.116713374068242
79.31416890884162,-1.260514626392734,0.4099246584045235
123.31563492409906,-1.1865075799955538,0.8225117957495702
123.31378650904695,-1.0887890052952047,1.3315638792164879
125.31384247182399,-1.0955697397921615,1.3305922303691766
125.31526895528329,-1.1511612727662242,0.8639143523996388
125.31311729578364,-1.0231657723450922,1.40342099948527
125.31372040052388,-1.083381738605239,1.3428517398370523
113.31675162491099,0.6233916463404764,0.11975877615261941
-131.69498801480069,-0.33884050905755914,0.7610338881743014
-131.68856872365615,-1.3866293212926761,0.1895025762357211
-131.6925333232567,-1.07762390225387,0.9110811461115839
-131.68736009692222,-1.5073026003711254,0.06812129437556608
-131.68736009692222,-1.5073026003711254,0.06812129437556608
-25.68275219252632,-0.6754460938623228,-0.780140213620158
81.31597896004904,-0.4921568029550936,-0.2034534666529368
-131.69339293142522,-0.5849321737796194,0.9242585614934512
-131.6913246965228,-1.1982971813323195,0.7896998642514289
-131.68880661895886,-1.7548595602596044,0.5916758158317882
-127.68940208124575,-0.05038886156294136,-0.2086159569703877
-127.6984429131288,0.7654443296053504,1.022763996718126
-127.68940208124575,-0.05038886156294136,-0.2086159569703877
-127.69413193404124,-0.2752764608021485,0.6995446689949383
-127.70692923054901,2.4264774761140897,1.728732624616868
-127.69590479698755,0.5120304435406071,0.7678633048118005
-141.7000648975455,-0.3196805552983899,1.6442270815090707
-127.69397099421325,0.31895319701508906,0.5736532538355529
-127.6982250564034,0.8305260757097367,0.677467400608743
-127.69087002717558,-0.3281023628395791,0.14778697080148243
-127.70267310669752,1.187800806379922,1.4475984832286681
-127.70499663640145,2.233520902867648,1.5346439549224797
-127.7014644799636,1.0671275273014733,1.3262172013685132
-127.69115459000994,0.12458739310080968,-0.032613098273163
-127.6929895893053,0.22096649440338828,0.4750916529651072
-127.7017237991595,0.6687407469463863,1.561238847280229
-127.70366714699415,2.100780295881354,1.4011245448763099
-127.69413193404124,-0.2752764608021485,0.6995446689949383
-127.694817032927,0.4034244923700031,0.6586201511376614
-127.69094942737846,0.017269999318966372,0.2702000491851655
-127.68917794974811,-0.497044953549408,-0.02214682380273454
-125.70699533907208,2.4318847428040558,1.7400204852374324
-125.69658310079076,0.25852897201238106,0.5903681859816116
-125.69698208513594,-0.5501912433265589,1.048394730900887
-125.69658310079076,0.25852897201238106,0.5903681859816116
-125.69393741687023,-0.005624835890344115,0.32466455998973265
-125.69764820485665,0.27803919454198744,1.0207530606749629
-125.7065118883785,2.383615431172676,1.6914679724933703
-125.69825251822358,0.33837583408121213,1.0814437016050402
-125.7037559155119,2.195283291212318,1.0912706844776623
-125.703937209522,2.213384283074086,1.1094778767566855
-125.70699533907208,2.4318847428040558,1.7400204852374324
-125.70723706441886,2.456019398619746,1.7642967416094641
121.31561642875076,-1.183467717150029,0.8197206248592167
121.31360968359651,-1.069940942890403,1.3446736562498152
137.31401750300859,-0.5073770405184109,0.7902218977607322
137.31326669423734,0.108463774365042,0.9434878020791935
-29.687537851578476,1.1767776103589458,-0.5130859601751694
137.3134974895997,-0.542290466853185,1.1658638143351534
-129.68643667153822,-1.568398088834838,0.14933434191049813
-129.68488932540552,-1.6360569497167454,-0.329481664245055
-129.69806323472966,0.30445114827711284,1.188963054407564
-129.69026526964328,-1.2184338011258815,0.3645337860856344
-129.68958293109054,-0.8622826684482522,0.0870286915228649
-129.685173352688,-1.6076987291333094,-0.300957063007918
-129.6920367472737,-0.7041188482575078,0.6568806590735343
-129.69085198916116,-0.7355757254158811,0.21447903747602762
-129.68680308960248,-1.1398312103286858,-0.1921482567554914
-129.68680308960248,-1.1398312103286858,-0.1921482567554914
87.31452769138977,0.012392316865210586,0.7006309600159628
87.3145266036257,0.012500922816381176,0.7007402031696367
102.3122091995905,-0.1893490768271551,1.1773182486680205
102.31150161739924,0.30557632679069074,1.0394016282444294
117.31444985387334,-0.6254453940107538,1.023732319201213
117.31444985387334,-0.6254453940107538,1.023732319201213
117.31613286823561,-1.2326442859490003,0.7585577941147451
117.31444985387334,-0.6254453940107538,1.023732319201213
122.31440725817914,-0.6241755651123011,1.039631770643818
138.31335619472662,0.0989311372114704,0.9368236704088561
138.31353628011001,0.08095081862878149,0.9187378594116932
138.31335619472662,0.0989311372114704,0.9368236704088561
-118.67912177555016,-0.9718153754341723,-1.2591766579794252
43.31190143243647,0.9265542783535625,-0.43942759224120514
43.311802021131,0.8496465508994878,-0.10602636175411788
30.31501829911493,-1.642146699898918,0.2217434219746228
